;tavg__ref;pptn__ref;petn__ref;diso__ref;ddho__ref
2011-02-12-20;-0.220655;0.001376;0.00161;21.100;293.000
2011-02-12-21;-0.095289;0.000000;0.00314;21.025;292.250
2011-02-12-22;0.032344;0.000000;0.00531;20.800;290.750
2011-02-12-23;0.167088;0.000000;0.00815;20.700;290.000
2011-02-13-00;0.219464;0.000000;0.00458;20.600;289.500
2011-02-13-01;0.258612;0.000000;0.00488;20.500;289.000
2011-02-13-02;0.215458;0.080459;0.00432;20.275;287.500
2011-02-13-03;0.221238;0.069625;0.00454;20.000;286.000
2011-02-13-04;0.152861;0.133014;0.00370;19.925;285.250
2011-02-13-05;0.157543;1.454359;0.00384;19.900;285.000
2011-02-13-06;0.066341;1.888060;0.00274;19.750;284.250
2011-02-13-07;0.084623;1.406820;0.00284;19.700;284.000
2011-02-13-08;0.204578;1.003525;0.00397;19.750;284.250
2011-02-13-09;0.429379;0.153253;0.00644;20.400;288.250
2011-02-13-10;0.675345;0.042659;0.00970;21.625;295.750
2011-02-13-11;0.925567;0.029458;0.01358;22.825;303.500
2011-02-13-12;1.162792;0.177195;0.01795;23.825;309.750
2011-02-13-13;1.292781;0.053483;0.01987;24.625;314.500
2011-02-13-14;1.372729;0.022586;0.02062;25.200;318.250
2011-02-13-15;1.307279;0.016809;0.01942;25.925;322.500
2011-02-13-16;1.125762;0.104672;0.01596;26.925;328.500
2011-02-13-17;1.033475;0.022023;0.01454;27.800;333.500
2011-02-13-18;0.939172;0.021460;0.01328;28.625;338.000
2011-02-13-19;0.857153;0.000000;0.01212;29.575;343.250
2011-02-13-20;0.918852;0.000000;0.01308;30.400;347.500
2011-02-13-21;0.934475;0.000000;0.01347;31.100;351.000
2011-02-13-22;0.962461;0.000000;0.01391;31.650;353.750
2011-02-13-23;1.043387;0.000000;0.01505;32.125;355.750
2011-02-14-00;1.017571;0.000000;0.00928;32.200;356.000
2011-02-14-01;0.990822;0.000000;0.00906;32.200;356.000
2011-02-14-02;0.984488;0.000000;0.00900;32.200;356.000
2011-02-14-03;0.908987;0.000000;0.00831;32.025;355.250
2011-02-14-04;0.886068;0.000000;0.00812;31.600;353.500
2011-02-14-05;0.876335;0.000000;0.00806;31.250;351.750
2011-02-14-06;0.887971;0.000000;0.00819;30.600;348.500
2011-02-14-07;0.875400;0.000000;0.00808;30.050;345.500
2011-02-14-08;1.069731;0.000000;0.00975;29.450;342.250
2011-02-14-09;1.330760;0.000000;0.01215;28.725;338.500
2011-02-14-10;1.744787;0.000000;0.01607;28.150;335.250
2011-02-14-11;2.165403;0.000000;0.02019;27.525;331.750
2011-02-14-12;2.764275;0.000000;0.02607;27.200;329.750
2011-02-14-13;3.134736;0.000000;0.02987;26.700;327.000
2011-02-14-14;3.298511;0.000000;0.03180;26.375;325.000
2011-02-14-15;3.136147;0.001773;0.02986;25.875;322.000
2011-02-14-16;2.950370;0.001064;0.02798;25.600;320.000
2011-02-14-17;2.631269;0.001773;0.02471;25.275;318.250
2011-02-14-18;2.343386;0.000000;0.02177;25.100;317.000
2011-02-14-19;2.142019;0.000000;0.01989;24.775;315.250
2011-02-14-20;1.924763;0.000000;0.01772;24.600;314.000
2011-02-14-21;1.665312;0.000000;0.01524;24.400;313.000
2011-02-14-22;1.399894;0.000000;0.01278;24.400;313.000
2011-02-14-23;1.231755;0.000000;0.01129;24.375;312.750
2011-02-15-00;1.154544;0.000000;0.03470;24.300;312.000
2011-02-15-01;1.031168;0.000000;0.02911;24.250;311.750
2011-02-15-02;0.834208;0.000000;0.02129;24.100;311.000
2011-02-15-03;0.677093;0.000000;0.01631;23.975;310.000
2011-02-15-04;0.606528;0.000000;0.01473;23.600;308.000
2011-02-15-05;0.410549;0.000000;0.01044;23.575;307.750
2011-02-15-06;0.189877;0.000000;0.00661;23.400;306.500
2011-02-15-07;0.011096;0.000000;0.00419;23.075;304.500
2011-02-15-08;-0.063721;0.000000;0.00332;22.800;303.000
2011-02-15-09;0.019115;0.003191;0.00422;22.625;301.750
2011-02-15-10;0.055629;0.000000;0.00464;22.500;301.000
2011-02-15-11;0.157360;0.000000;0.00632;22.500;301.000
2011-02-15-12;0.290858;0.000000;0.00849;22.400;300.250
2011-02-15-13;0.348998;0.000000;0.00977;22.150;298.750
2011-02-15-14;0.378840;0.000000;0.01021;21.975;297.750
2011-02-15-15;0.500419;0.000000;0.01290;21.700;296.000
2011-02-15-16;0.443850;0.000000;0.01162;21.700;296.000
2011-02-15-17;0.247839;0.002836;0.00785;21.700;296.000
2011-02-15-18;0.114441;0.000000;0.00596;21.600;295.000
2011-02-15-19;-0.032210;0.000000;0.00414;21.425;294.000
2011-02-15-20;-0.108233;0.007612;0.00313;20.850;290.500
2011-02-15-21;-0.173847;0.000000;0.00271;20.400;287.500
2011-02-15-22;-0.173489;0.000000;0.00293;20.050;285.250
2011-02-15-23;-0.120223;0.000000;0.00355;20.000;285.000
2011-02-16-00;-0.037820;0.000000;0.00416;20.000;285.000
2011-02-16-01;0.004009;0.000000;0.00458;20.000;285.000
2011-02-16-02;-0.019770;0.000000;0.00425;20.200;286.000
2011-02-16-03;-0.049610;0.000417;0.00373;20.200;286.000
2011-02-16-04;-0.098738;0.005047;0.00303;20.050;285.250
2011-02-16-05;-0.225135;0.001835;0.00168;19.975;284.750
2011-02-16-06;-0.166110;0.000000;0.00212;19.800;283.500
2011-02-16-07;-0.094033;0.000000;0.00253;19.450;281.250
2011-02-16-08;0.096196;0.000000;0.00462;19.400;281.000
2011-02-16-09;0.390800;0.000000;0.00826;19.075;279.000
2011-02-16-10;1.021343;0.000000;0.01687;18.800;277.000
2011-02-16-11;2.244524;0.000000;0.03595;18.600;275.750
2011-02-16-12;3.581246;0.001064;0.05780;18.300;274.000
2011-02-16-13;5.010396;0.000000;0.08234;18.200;273.000
2011-02-16-14;5.703379;0.000000;0.09340;18.200;273.000
2011-02-16-15;5.940000;0.000000;0.09760;17.975;271.750
2011-02-16-16;5.247818;0.001418;0.08562;17.750;270.250
2011-02-16-17;3.550693;0.000000;0.05680;17.700;270.000
2011-02-16-18;2.382091;0.000000;0.03773;17.700;270.000
2011-02-16-19;1.532533;0.000000;0.02443;17.700;270.000
2011-02-16-20;0.569341;0.000000;0.00980;17.700;270.000
2011-02-16-21;0.016352;0.000000;0.00299;17.700;270.000
2011-02-16-22;-0.341746;0.000000;0.00032;17.700;270.000
2011-02-16-23;-0.716682;0.000000;0.00000;17.700;270.000
2011-02-17-00;-1.021177;0.000000;0.00000;17.675;269.750
2011-02-17-01;-1.139447;0.000000;0.00000;17.000;265.250
2011-02-17-02;-1.120259;0.000000;0.00000;16.375;261.000
2011-02-17-03;-1.011361;0.000000;0.00000;16.200;260.000
2011-02-17-04;-0.979697;0.000000;0.00000;16.200;260.000
2011-02-17-05;-1.026798;0.000000;0.00000;16.200;260.000
2011-02-17-06;-1.054070;0.000000;0.00000;16.200;260.000
2011-02-17-07;-1.004229;0.000000;0.00000;16.200;260.000
2011-02-17-08;-0.735765;0.000000;0.00009;16.200;260.000
2011-02-17-09;-0.392665;0.002836;0.00177;16.200;260.000
2011-02-17-10;0.131742;0.000000;0.00990;16.200;260.000
2011-02-17-11;0.779899;0.000000;0.02515;16.200;260.000
2011-02-17-12;1.326428;0.001418;0.04188;16.200;260.000
2011-02-17-13;1.461379;0.002920;0.04562;16.200;260.000
2011-02-17-14;1.534518;0.002127;0.04822;16.200;260.000
2011-02-17-15;1.249343;0.006903;0.03805;16.200;260.000
2011-02-17-16;0.936301;0.002920;0.02872;15.375;254.500
2011-02-17-17;0.593928;0.002482;0.02013;16.100;259.250
2011-02-17-18;0.404829;0.000000;0.01589;15.975;258.500
2011-02-17-19;0.146484;0.000000;0.01089;15.625;256.000
2011-02-17-20;-0.135458;0.000000;0.00539;15.500;255.000
2011-02-17-21;-0.230842;0.000000;0.00439;15.500;255.000
2011-02-17-22;-0.289849;0.000000;0.00335;15.500;255.000
2011-02-17-23;-0.422517;0.000000;0.00179;15.500;255.000
2011-02-18-00;-0.564784;0.000000;0.00116;15.450;254.750
2011-02-18-01;-0.557965;0.000000;0.00099;14.900;251.250
2011-02-18-02;-0.794337;0.000000;0.00008;14.550;248.750
2011-02-18-03;-0.990756;0.026152;0.00000;14.400;248.000
2011-02-18-04;-1.025658;0.000000;0.00000;14.325;247.250
2011-02-18-05;-0.889309;0.000000;0.00000;14.300;247.000
2011-02-18-06;-0.906602;0.000000;0.00000;14.300;247.000
2011-02-18-07;-0.754360;0.007612;0.00006;14.300;247.000
2011-02-18-08;-0.584092;0.000000;0.00059;14.300;247.000
2011-02-18-09;-0.381373;0.000000;0.00214;14.300;247.000
2011-02-18-10;0.135492;0.000000;0.01168;14.300;247.000
2011-02-18-11;0.642676;0.000000;0.02612;14.350;247.500
2011-02-18-12;0.946881;0.000000;0.03863;14.400;248.000
2011-02-18-13;1.124537;0.000000;0.04441;14.400;248.000
2011-02-18-14;1.155274;0.000000;0.04480;14.400;248.000
2011-02-18-15;1.052707;0.000000;0.04107;14.300;247.000
2011-02-18-16;0.771798;0.000000;0.03161;14.125;246.000
2011-02-18-17;0.291125;0.002690;0.01734;13.850;244.250
2011-02-18-18;-0.068360;0.000000;0.00825;13.075;238.750
2011-02-18-19;-0.357837;0.000000;0.00318;12.800;236.750
2011-02-18-20;-0.566049;0.030824;0.00091;13.400;241.000
2011-02-18-21;-0.714129;0.000000;0.00028;13.400;241.000
2011-02-18-22;-0.772717;0.000000;0.00012;13.550;242.000
2011-02-18-23;-0.796121;0.000000;0.00006;13.800;244.000
2011-02-19-00;-0.887889;0.000000;0.00003;13.775;243.750
2011-02-19-01;-0.972677;0.000000;0.00000;13.700;243.000
2011-02-19-02;-1.009386;0.000000;0.00000;13.700;243.000
2011-02-19-03;-1.099287;0.000000;0.00000;13.625;242.500
2011-02-19-04;-1.181495;0.000000;0.00000;13.400;241.000
2011-02-19-05;-1.284892;0.000000;0.00000;13.400;241.000
2011-02-19-06;-1.359504;0.000000;0.00000;13.325;240.250
2011-02-19-07;-1.436829;0.000417;0.00000;13.300;240.000
2011-02-19-08;-1.217602;0.001064;0.00000;13.300;240.000
2011-02-19-09;-1.260116;0.000000;0.00000;13.300;240.000
2011-02-19-10;-1.026086;0.000000;0.00002;13.300;240.000
2011-02-19-11;-0.499525;0.000000;0.00615;13.200;239.500
2011-02-19-12;0.141941;0.000000;0.03263;13.100;239.000
2011-02-19-13;0.648241;0.000000;0.06886;13.100;239.000
2011-02-19-14;0.666467;0.000000;0.06962;13.100;239.000
2011-02-19-15;0.126742;0.003545;0.03647;13.100;239.000
2011-02-19-16;-0.704753;0.000000;0.00594;13.100;239.000
2011-02-19-17;-1.289275;0.000000;0.00002;13.100;239.000
2011-02-19-18;-1.639369;0.000000;0.00000;13.100;239.000
2011-02-19-19;-1.928314;0.002920;0.00000;13.100;239.000
2011-02-19-20;-2.242792;0.000000;0.00000;13.100;239.000
2011-02-19-21;-2.468970;0.002920;0.00000;13.100;239.000
2011-02-19-22;-2.348343;0.000000;0.00000;12.975;238.000
2011-02-19-23;-2.329854;0.000000;0.00000;12.400;234.000
2011-02-20-00;-2.451186;0.000000;0.00000;12.000;231.000
2011-02-20-01;-2.593065;0.000000;0.00000;12.000;231.000
2011-02-20-02;-2.863794;0.000000;0.00000;12.150;232.250
2011-02-20-03;-3.189042;0.000000;0.00000;12.300;233.000
2011-02-20-04;-3.367680;0.000000;0.00000;12.300;233.000
2011-02-20-05;-3.522312;0.000000;0.00000;12.200;233.000
2011-02-20-06;-3.723191;0.000000;0.00000;12.200;233.000
2011-02-20-07;-3.836426;0.000000;0.00000;12.200;233.000
2011-02-20-08;-3.811877;0.000000;0.00000;12.200;233.000
2011-02-20-09;-3.755350;0.000000;0.00000;12.200;233.000
2011-02-20-10;-3.646530;0.000000;0.00000;12.200;233.000
2011-02-20-11;-3.454014;0.000000;0.00000;12.200;233.000
2011-02-20-12;-3.344525;0.000000;0.00000;12.200;233.000
2011-02-20-13;-3.287126;0.000000;0.00000;12.200;233.000
2011-02-20-14;-3.360306;0.000000;0.00000;12.200;233.000
2011-02-20-15;-3.726038;0.000000;0.00000;12.200;233.000
2011-02-20-16;-4.146736;0.000000;0.00000;12.200;233.000
2011-02-20-17;-4.661456;0.000000;0.00000;12.200;233.000
2011-02-20-18;-5.094929;0.000000;0.00000;12.200;233.000
2011-02-20-19;-5.361741;0.000000;0.00000;12.200;233.000
2011-02-20-20;-5.538596;0.000000;0.00000;12.100;232.000
2011-02-20-21;-5.713399;0.000000;0.00000;11.900;230.500
2011-02-20-22;-6.018986;0.000000;0.00000;11.800;230.000
2011-02-20-23;-6.375288;0.000000;0.00000;11.800;230.000
2011-02-21-00;-6.781099;0.000000;0.00000;11.800;230.000
2011-02-21-01;-7.208713;0.000000;0.00000;11.800;230.000
2011-02-21-02;-7.520903;0.000000;0.00000;11.800;230.000
2011-02-21-03;-7.887506;0.000000;0.00000;11.800;230.000
2011-02-21-04;-8.259080;0.000000;0.00000;11.800;230.000
2011-02-21-05;-8.595867;0.000000;0.00000;11.800;230.000
2011-02-21-06;-8.839686;0.000000;0.00000;11.800;230.000
2011-02-21-07;-8.910398;0.000000;0.00000;11.775;229.750
2011-02-21-08;-8.262965;0.000000;0.00000;11.425;227.250
2011-02-21-09;-7.166577;0.000000;0.00000;11.325;226.250
2011-02-21-10;-6.006640;0.000000;0.00000;11.150;225.250
2011-02-21-11;-4.969662;0.000000;0.00000;11.100;225.000
2011-02-21-12;-4.116202;0.000000;0.00000;11.100;225.000
2011-02-21-13;-3.397419;0.000000;0.00000;11.100;225.000
2011-02-21-14;-2.981364;0.000000;0.00000;11.100;225.000
2011-02-21-15;-2.949817;0.000000;0.00000;11.100;225.000
2011-02-21-16;-3.520494;0.000000;0.00000;11.100;225.000
2011-02-21-17;-4.656636;0.000000;0.00000;11.000;224.000
2011-02-21-18;-5.754945;0.000000;0.00000;11.000;224.000
2011-02-21-19;-6.703794;0.000000;0.00000;11.000;224.000
2011-02-21-20;-7.353998;0.000000;0.00000;11.000;224.000
2011-02-21-21;-7.891149;0.000000;0.00000;11.000;224.000
2011-02-21-22;-8.552408;0.000000;0.00000;11.000;224.000
2011-02-21-23;-9.092137;0.000000;0.00000;11.000;224.000
2011-02-22-00;-9.382568;0.000000;0.00000;11.000;224.000
2011-02-22-01;-9.642409;0.000000;0.00000;11.000;224.000
2011-02-22-02;-9.897827;0.000000;0.00000;11.000;224.000
2011-02-22-03;-10.163210;0.000000;0.00000;11.000;224.000
2011-02-22-04;-10.138313;0.000000;0.00000;10.950;223.750
2011-02-22-05;-10.259560;0.000000;0.00000;10.800;223.000
2011-02-22-06;-10.558338;0.000000;0.00000;10.800;223.000
2011-02-22-07;-10.587770;0.000000;0.00000;10.675;221.750
2011-02-22-08;-9.530589;0.001064;0.00000;10.550;220.750
2011-02-22-09;-8.142721;0.000000;0.00000;10.400;220.000
2011-02-22-10;-6.747778;0.000000;0.00000;10.400;220.000
2011-02-22-11;-5.549022;0.000000;0.00000;10.400;220.000
2011-02-22-12;-4.583552;0.000000;0.00000;10.400;220.000
2011-02-22-13;-3.790660;0.000000;0.00000;10.275;219.000
2011-02-22-14;-3.329252;0.000000;0.00000;10.200;218.250
2011-02-22-15;-3.419763;0.000000;0.00000;10.300;219.000
2011-02-22-16;-4.188098;0.000000;0.00000;10.300;219.000
2011-02-22-17;-5.563656;0.000000;0.00000;10.300;219.000
2011-02-22-18;-6.782225;0.000000;0.00000;10.300;219.000
2011-02-22-19;-7.753411;0.000000;0.00000;10.300;219.000
2011-02-22-20;-8.476490;0.000000;0.00000;10.300;219.000
2011-02-22-21;-9.190103;0.000000;0.00000;10.300;219.000
2011-02-22-22;-9.776164;0.000000;0.00000;10.300;219.000
2011-02-22-23;-10.213509;0.000000;0.00000;10.300;219.000
2011-02-23-00;-10.712126;0.000000;0.00000;10.300;219.000
2011-02-23-01;-11.262413;0.000000;0.00000;10.300;219.000
2011-02-23-02;-11.586975;0.000000;0.00000;10.300;219.000
2011-02-23-03;-12.002526;0.000000;0.00000;10.250;218.500
2011-02-23-04;-12.417440;0.000000;0.00000;10.050;217.250
2011-02-23-05;-12.695445;0.000000;0.00000;10.000;217.000
2011-02-23-06;-12.902478;0.000000;0.00000;9.918;216.250
2011-02-23-07;-12.578323;0.000000;0.00000;9.890;216.000
2011-02-23-08;-10.769156;0.000000;0.00000;9.760;215.000
2011-02-23-09;-8.202601;0.000000;0.00000;9.727;214.750
2011-02-23-10;-6.155888;0.000000;0.00000;9.595;213.750
2011-02-23-11;-4.338335;0.000000;0.00000;9.425;212.500
2011-02-23-12;-3.024973;0.000000;0.00000;9.360;212.000
2011-02-23-13;-1.833126;0.000000;0.00000;9.360;212.000
2011-02-23-14;-0.783425;0.000000;0.00034;9.360;212.000
2011-02-23-15;-0.675054;0.000000;0.00369;9.360;212.000
2011-02-23-16;-1.469956;0.000000;0.00000;9.360;212.000
2011-02-23-17;-2.795069;0.002127;0.00000;9.360;212.000
2011-02-23-18;-4.087120;0.000000;0.00000;9.360;212.000
2011-02-23-19;-5.119675;0.000000;0.00000;9.360;212.000
2011-02-23-20;-5.920191;0.000000;0.00000;9.360;212.000
2011-02-23-21;-6.263567;0.000000;0.00000;9.360;212.000
2011-02-23-22;-6.748014;0.000000;0.00000;9.360;212.000
2011-02-23-23;-6.959765;0.000000;0.00000;9.360;212.000
2011-02-24-00;-6.932108;0.000000;0.00000;9.360;212.000
2011-02-24-01;-7.092523;0.000000;0.00000;9.360;212.000
2011-02-24-02;-7.400099;0.000000;0.00000;9.360;212.000
2011-02-24-03;-7.020583;0.000000;0.00000;9.360;212.000
2011-02-24-04;-6.802937;0.000000;0.00000;9.360;212.000
2011-02-24-05;-6.636732;0.000000;0.00000;9.360;212.000
2011-02-24-06;-6.516640;0.000000;0.00000;9.360;212.000
2011-02-24-07;-6.130237;0.000000;0.00000;9.360;212.000
2011-02-24-08;-5.105498;0.000000;0.00000;9.262;211.250
2011-02-24-09;-3.437638;0.000000;0.00000;9.230;211.000
2011-02-24-10;-1.687643;0.000000;0.00000;9.230;211.000
2011-02-24-11;-0.257840;0.000000;0.00288;9.230;211.000
2011-02-24-12;0.992342;0.000000;0.02874;9.230;211.000
2011-02-24-13;2.019643;0.000000;0.05966;9.230;211.000
2011-02-24-14;3.087822;0.000000;0.09416;9.230;211.000
2011-02-24-15;3.422086;0.000000;0.10634;9.230;211.000
2011-02-24-16;2.854316;0.000000;0.08545;9.230;211.000
2011-02-24-17;1.033269;0.000000;0.03089;9.230;211.000
2011-02-24-18;0.245394;0.000000;0.01396;9.230;211.000
2011-02-24-19;0.407601;0.000000;0.01582;9.230;211.000
2011-02-24-20;0.462397;0.000000;0.01709;9.230;211.000
2011-02-24-21;0.583016;0.000000;0.01926;9.230;211.000
2011-02-24-22;0.424831;0.000000;0.01524;9.230;211.000
2011-02-24-23;0.394517;0.000000;0.01462;9.230;211.000
2011-02-25-00;0.196954;0.000000;0.00705;9.230;211.000
2011-02-25-01;0.067951;0.000000;0.00526;9.230;211.000
2011-02-25-02;-0.129777;0.000000;0.00262;9.230;211.000
2011-02-25-03;-0.149671;0.000000;0.00228;9.230;211.000
2011-02-25-04;-0.537639;0.000000;0.00053;9.230;211.000
2011-02-25-05;-1.086410;0.000000;0.00002;9.230;211.000
2011-02-25-06;-2.269878;0.000000;0.00000;9.230;211.000
2011-02-25-07;-2.726131;0.000000;0.00000;9.230;211.000
2011-02-25-08;-0.575554;0.000000;0.00030;9.230;211.000
2011-02-25-09;1.316758;0.000000;0.02517;9.230;211.000
2011-02-25-10;2.765866;0.000000;0.05408;9.230;211.000
2011-02-25-11;3.988770;0.000000;0.07849;9.230;211.000
2011-02-25-12;5.136612;0.000000;0.10155;9.230;211.000
2011-02-25-13;5.827686;0.000000;0.11576;9.230;211.000
2011-02-25-14;5.992051;0.000000;0.11906;9.100;210.000
2011-02-25-15;5.418482;0.000000;0.10705;8.970;209.000
2011-02-25-16;3.891507;0.000000;0.07591;8.970;209.000
2011-02-25-17;1.163898;0.001418;0.02238;8.970;209.000
2011-02-25-18;-0.272809;0.000000;0.00195;8.970;209.000
2011-02-25-19;-0.901389;0.000000;0.00000;8.970;209.000
2011-02-25-20;-1.200768;0.000000;0.00000;8.970;209.000
2011-02-25-21;-1.731751;0.000000;0.00000;8.970;209.000
2011-02-25-22;-2.119722;0.000000;0.00000;8.970;209.000
2011-02-25-23;-3.043888;0.000000;0.00000;8.970;209.000
2011-02-26-00;-3.562839;0.000000;0.00000;8.970;209.000
2011-02-26-01;-4.143299;0.000000;0.00000;8.970;209.000
2011-02-26-02;-4.650945;0.000000;0.00000;8.970;209.000
2011-02-26-03;-5.180444;0.000000;0.00000;8.970;209.000
2011-02-26-04;-5.444171;0.000000;0.00000;8.970;209.000
2011-02-26-05;-5.736888;0.000000;0.00000;8.970;209.000
2011-02-26-06;-6.112369;0.000000;0.00000;8.970;209.000
2011-02-26-07;-5.761463;0.000000;0.00000;8.970;209.000
2011-02-26-08;-3.482502;0.000000;0.00000;8.970;209.000
2011-02-26-09;-0.832612;0.000000;0.00006;8.970;209.000
2011-02-26-10;1.063289;0.000000;0.02416;8.970;209.000
2011-02-26-11;2.651268;0.001064;0.05996;8.970;209.000
2011-02-26-12;3.976371;0.002127;0.09056;8.970;209.000
2011-02-26-13;5.031712;0.000000;0.11493;8.938;208.750
2011-02-26-14;5.987301;0.000000;0.13687;8.840;208.000
2011-02-26-15;6.255219;0.001064;0.14312;8.840;208.000
2011-02-26-16;4.335934;0.000000;0.09814;8.840;208.000
2011-02-26-17;1.179531;0.000000;0.02638;8.840;208.000
2011-02-26-18;0.170300;0.000000;0.00864;8.905;208.500
2011-02-26-19;-0.767008;0.000000;0.00175;8.970;209.000
2011-02-26-20;-0.759481;0.000000;0.00063;8.970;209.000
2011-02-26-21;-0.985683;0.000000;0.00003;8.970;209.000
2011-02-26-22;-0.241676;0.000000;0.00389;8.812;207.750
2011-02-26-23;-0.388251;0.022836;0.00224;8.623;206.250
2011-02-27-00;-0.588289;0.128509;0.00050;8.590;206.000
2011-02-27-01;-1.501141;0.178498;0.00000;8.590;206.000
2011-02-27-02;-1.529318;0.347477;0.00000;8.590;206.000
2011-02-27-03;-1.483785;0.514964;0.00000;8.590;206.000
2011-02-27-04;-1.279991;0.355860;0.00000;8.590;206.000
2011-02-27-05;-1.302190;0.459896;0.00000;8.590;206.000
2011-02-27-06;-1.310419;0.310209;0.00000;8.590;206.000
2011-02-27-07;-1.151941;0.332086;0.00000;8.590;206.000
2011-02-27-08;-0.803936;0.127591;0.00000;8.590;206.000
2011-02-27-09;-0.307103;0.018436;0.00026;8.590;206.000
2011-02-27-10;0.175537;0.001418;0.00613;8.590;206.000
2011-02-27-11;0.466599;0.013024;0.01249;8.590;206.000
2011-02-27-12;0.845726;0.017842;0.02147;8.590;206.000
2011-02-27-13;1.163454;0.001376;0.02964;8.590;206.000
2011-02-27-14;1.404488;0.000000;0.03592;8.590;206.000
2011-02-27-15;1.628530;0.021418;0.04155;8.655;206.500
2011-02-27-16;1.720963;0.013139;0.04367;8.720;207.000
2011-02-27-17;1.696900;0.000000;0.04342;8.720;207.000
2011-02-27-18;1.432427;0.001064;0.03734;8.712;207.000
2011-02-27-19;1.207955;0.000000;0.03154;8.775;207.500
2011-02-27-20;1.220236;0.000000;0.03230;9.068;209.750
2011-02-27-21;0.977754;0.000000;0.02593;9.100;210.000
2011-02-27-22;0.790422;0.000000;0.02224;9.100;210.000
2011-02-27-23;0.108136;0.000000;0.00516;9.100;210.000
2011-02-28-00;-0.041676;0.001064;0.00224;9.100;210.000
2011-02-28-01;-0.332894;0.000000;0.00050;9.100;210.000
2011-02-28-02;-0.308003;0.000000;0.00052;9.100;210.000
2011-02-28-03;-0.337593;0.000000;0.00060;9.163;210.500
2011-02-28-04;-0.677361;0.000000;0.00008;9.717;214.750
2011-02-28-05;-0.703909;0.000000;0.00015;9.750;215.000
2011-02-28-06;-0.945311;0.000000;0.00000;9.750;215.000
2011-02-28-07;-0.999563;0.000000;0.00000;9.620;214.000
2011-02-28-08;-0.651382;0.000000;0.00000;9.485;213.000
2011-02-28-09;0.015356;0.001064;0.00209;8.253;203.250
2011-02-28-10;1.104490;0.000000;0.01706;7.310;195.500
2011-02-28-11;2.433439;0.000000;0.03788;7.850;200.000
2011-02-28-12;4.381567;0.000000;0.06807;8.060;201.750
2011-02-28-13;6.391320;0.000000;0.09939;8.188;202.750
2011-02-28-14;7.554815;0.001773;0.11759;8.220;203.000
2011-02-28-15;7.450686;0.000000;0.11608;8.220;203.000
2011-02-28-16;6.909389;0.001064;0.10766;8.220;203.000
2011-02-28-17;5.620210;0.000000;0.08747;8.250;203.250
2011-02-28-18;3.748756;0.001064;0.05820;8.462;205.000
2011-02-28-19;2.918184;0.000000;0.04523;9.125;210.250
2011-02-28-20;2.770575;0.000000;0.04285;9.125;210.250
2011-02-28-21;2.961858;0.000000;0.04582;8.873;208.250
2011-02-28-22;2.537194;0.000000;0.03925;8.840;208.000
2011-02-28-23;1.768760;0.000000;0.02732;8.840;208.000
